,title,fact,opinion,inhibition,fff,activation,moral,cut,length
271,斯里兰卡：搭乘了中国发展的快车，圆了几代斯里兰卡人的梦想,1,2,0,0,1,4,"['斯里兰卡', '：', '搭乘', '了', '中国', '发展', '的', '快车', '，', '圆', '了', '几代', '斯里兰卡人', '的', '梦想']",15
272,"四川友好中国友好世界和平希望大家远离纷争,团结友爱",0,2,0,0,1,1,"['四川', '友好', '中国', '友好', '世界', '和平', '希望', '大家', '远离', '纷争', ',', '团结友爱']",12
273,孙文雁：超越俄罗斯是中国花游人永不放弃的目标,0,2,0,0,3,4,"['孙文雁', '：', '超越', '俄罗斯', '是', '中国', '花', '游人', '永不', '放弃', '的', '目标']",12
274,"他是中国乒乓队魂!为国斩获无数荣誉,用汗水浇灌乒乓梦想",1,2,0,0,3,3,"['他', '是', '中国', '乒乓', '队魂', '!', '为国', '斩获', '无数', '荣誉', ',', '用', '汗水', '浇灌', '乒乓', '梦想']",16
275,他在中国犯下了滔天罪行，临死前竟说希望中国不要恨日本,1,2,0,1,0,1,"['他', '在', '中国', '犯下', '了', '滔天罪行', '，', '临死前', '竟', '说', '希望', '中国', '不要', '恨', '日本']",15
276,"她是中国女排的重炮手,被称为翻版朱婷,目标直指总冠军",1,2,0,0,3,4,"['她', '是', '中国女排', '的', '重炮', '手', ',', '被', '称为', '翻版', '朱婷', ',', '目标', '直指', '总冠军']",15
277,坦克杀手！落后世界30年 历经坎坷终于成就中国陆军终极梦想,1,2,0,0,1,4,"['坦克', '杀手', '！', '落后', '世界', '30', '年', ' ', '历经', '坎坷', '终于', '成就', '中国', '陆军', '终极', '梦想']",16
278,跳绳少年 跳出青春与梦想 七年磨一剑 造就“中国速度”,1,2,0,0,3,4,"['跳绳', '少年', ' ', '跳出', '青春', '与', '梦想', ' ', '七年', '磨一剑', ' ', '造就', '“', '中国', '速度', '”']",16
279,跳绳少年 跳出青春与梦想 中国组合勇夺跳绳世界冠军,1,2,0,0,3,4,"['跳绳', '少年', ' ', '跳出', '青春', '与', '梦想', ' ', '中国', '组合', '勇夺', '跳绳', '世界冠军']",13
280,听日继续涨停 中国卫星宇宙龙头 第一小目标30元,1,2,0,0,3,0,"['听日', '继续', '涨停', ' ', '中国', '卫星', '宇宙', '龙头', ' ', '第一', '小', '目标', '30', '元']",14
281,"外国老公中国胃:叫醒你的不是闹钟也不是梦想,而是中国美食!",1,2,0,0,3,3,"['外国', '老公', '中国', '胃', ':', '叫醒', '你', '的', '不是', '闹钟', '也', '不是', '梦想', ',', '而是', '中国', '美食', '!']",18
282,外交部回应中越船只南海对峙报道 希望越方尊重中国主权,1,2,0,1,0,4,"['外交部', '回应', '中', '越', '船只', '南海', '对峙', '报道', ' ', '希望', '越方', '尊重', '中国', '主权']",14
283,外媒：至少有7个国家开始学习中国，希望能像中国经济一样发展,1,2,0,0,3,4,"['外媒', '：', '至少', '有', '7', '个', '国家', '开始', '学习', '中国', '，', '希望', '能', '像', '中国', '经济', '一样', '发展']",18
284,挽回第507招:有始有终，我希望只有你一人陪伴！#挽回 #情感 #我与中国 @抖音小助手,0,2,0,0,3,1,"['挽回', '第', '507', '招', ':', '有始有终', '，', '我', '希望', '只有', '你', '一人', '陪伴', '！', '#', '挽回', ' ', '#', '情感', ' ', '#', '我', '与', '中国', ' ', '@', '抖音', '小', '助手']",29
285,未来最有希望的中国城市是哪些,0,0,0,0,3,4,"['未来', '最有', '希望', '的', '中国', '城市', '是', '哪些']",8
286,我来给大家理性讲一讲这个西安中国人寿的肮脏套路!希望大家...,0,2,0,2,0,2,"['我来', '给', '大家', '理性', '讲', '一', '讲', '这个', '西安', '中国', '人寿', '的', '肮脏', '套路', '!', '希望', '大家', '...']",18
287,"我真希望自己下辈子是非洲黑人,长大来中国上大学,给我配三个女",2,2,0,2,0,5,"['我', '真', '希望', '自己', '下辈子', '是', '非洲', '黑人', ',', '长大', '来', '中国', '上', '大学', ',', '给', '我配', '三个', '女']",19
288,"武磊更新了自己的“周记”,希望队友能来中国,尽地主之谊!",1,2,0,0,3,3,"['武磊', '更新', '了', '自己', '的', '“', '周记', '”', ',', '希望', '队友', '能', '来', '中国', ',', '尽', '地主之谊', '!']",18
289,武磊进球后跑向五星国旗庆祝让人泪目，中国球迷“全村的希望”助西班牙人队踢欧战！,1,2,0,0,3,3,"['武磊', '进球', '后', '跑', '向', '五星', '国旗', '庆祝', '让', '人', '泪目', '，', '中国', '球迷', '“', '全村', '的', '希望', '”', '助', '西班牙人', '队', '踢', '欧战', '！']",25
290,"希望emc能再接再厉,3:2带走edgm,反正也是中国队,加",1,2,0,0,3,3,"['希望', 'emc', '能', '再接再厉', ',', '3', ':', '2', '带走', 'edgm', ',', '反正', '也', '是', '中国队', ',', '加']",17
291,希望大家多去电影院支持千与千寻，毕竟这也是中国电影引进的片子,1,2,0,0,3,4,"['希望', '大家', '多去', '电影院', '支持', '千与千寻', '，', '毕竟', '这', '也', '是', '中国', '电影', '引进', '的', '片子']",16
292,"希望当地政府这次不是吃干饭的,重判洋垃圾!还中国家长一个公道",0,2,0,1,0,5,"['希望', '当地政府', '这次', '不是', '吃干饭', '的', ',', '重判', '洋垃圾', '!', '还', '中国', '家长', '一个', '公道']",15
293,希望和日本人交流的中国人在吗?我来中国四年了我也中文口语...,1,1,0,0,3,3,"['希望', '和', '日本', '人', '交流', '的', '中国', '人', '在', '吗', '?', '我来', '中国', '四年', '了', '我', '也', '中文', '口语', '...']",20
295,希望聊城大学的黑鬼滚出中国!!,2,2,0,1,0,5,"['希望', '聊城', '大学', '的', '黑鬼', '滚', '出', '中国', '!', '!']",10
296,希望哪吒能开启中国的封神宇宙！更期待明年姜子牙...,1,2,0,0,3,4,"['希望', '哪吒', '能', '开启', '中国', '的', '封神', '宇宙', '！', '更', '期待', '明年', '姜子牙', '...']",14
297,希望尤文图斯赛出风格!遵守中国法律!,0,2,0,2,0,2,"['希望', '尤文图斯', '赛出', '风格', '!', '遵守', '中国', '法律', '!']",9
298,希望有生之年 能见着我们大中国做上世界霸主。把欧猪一个个...,2,2,0,2,0,4,"['希望', '有生之年', ' ', '能见', '着', '我们', '大', '中国', '做', '上', '世界', '霸主', '。', '把', '欧猪', '一个个', '...']",17
299,"希望越南航空收购中国所有的民航,这样可以提高飞机体验",2,2,0,0,3,3,"['希望', '越南', '航空', '收购', '中国', '所有', '的', '民航', ',', '这样', '可以', '提高', '飞机', '体验']",14
300,"希望直面客观事实,计中国游泳服药史。中国体育历史上使用...",0,2,0,2,0,2,"['希望', '直面', '客观事实', ',', '计', '中国', '游泳', '服药', '史', '。', '中国', '体育', '历史', '上', '使用', '...']",16
301,"希望中国多一些像山东大学这样的机构,从事中外婚姻介绍",2,2,0,2,0,5,"['希望', '中国', '多一些', '像', '山东大学', '这样', '的', '机构', ',', '从事', '中外', '婚姻', '介绍']",13
302,现日本女乒一姐芳龄26，待字闺中，直言希望嫁中国男人,1,2,0,0,3,3,"['现', '日本', '女乒', '一姐', '芳龄', '26', '，', '待字闺中', '，', '直言', '希望', '嫁', '中国', '男人']",14
303,乡村幼儿园亲子活动，庆祝新中国成立70周年，新中国未来的希望,1,2,0,0,1,3,"['乡村', '幼儿园', '亲子活动', '，', '庆祝', '新', '中国', '成立', '70', '周年', '，', '新', '中国', '未来', '的', '希望']",16
304,想起中国好声音，你的梦想是什么,1,0,0,0,3,4,"['想起', '中国', '好', '声音', '，', '你', '的', '梦想', '是', '什么']",10
305,携手奔小康 共筑中国梦丨承坚毅 载梦想 (Day7）,0,2,0,0,1,3,"['携手', '奔小康', ' ', '共筑', '中国', '梦', '丨', '承', '坚毅', ' ', '载', '梦想', ' ', '(', 'Day7', '）']",16
306,新中国成立70周年大型直播来了——乌审旗生态文明建设向“美丽中国”目标迈进,1,2,0,0,1,5,"['新', '中国', '成立', '70', '周年', '大型', '直播', '来', '了', '—', '—', '乌审旗', '生态', '文明', '建设', '向', '“', '美丽', '中国', '”', '目标', '迈进']",22
307,星际穿越梦想成真？中国量子研究取得关键突破，远距离通讯成可能,1,2,0,0,1,4,"['星际', '穿越', '梦想成真', '？', '中国', '量子', '研究', '取得', '关键', '突破', '，', '远距离', '通讯', '成', '可能']",15
308,选手挑战失败，中国梦想秀却发来邀请，选手太激动了！,1,1,0,0,1,4,"['选手', '挑战', '失败', '，', '中国', '梦想', '秀', '却', '发来', '邀请', '，', '选手', '太', '激动', '了', '！']",16
309,"闫华大妈献唱《在希望的田野上》,放歌中国,唱出祖国的希望",1,2,0,0,3,3,"['闫华', '大妈', '献唱', '《', '在', '希望', '的', '田野', '上', '》', ',', '放歌', '中国', ',', '唱', '出', '祖国', '的', '希望']",19
310,杨懿文：坚决完成全年目标任务 以优异成绩庆祝新中国成立70周年,1,2,0,0,1,3,"['杨懿文', '：', '坚决', '完成', '全年', '目标', '任务', ' ', '以', '优异成绩', '庆祝', '新', '中国', '成立', '70', '周年']",16
311,杨懿文在市政府全会上强调坚决完成全年目标任务 以优异成绩庆祝新中国成立70周年,1,2,0,0,1,3,"['杨懿文', '在', '市政府', '全会', '上', '强调', '坚决', '完成', '全年', '目标', '任务', ' ', '以', '优异成绩', '庆祝', '新', '中国', '成立', '70', '周年']",20
312,"尧十三为什么是中国民谣的希望,听完《北方女王》你就懂",1,2,0,0,3,4,"['尧', '十三', '为什么', '是', '中国', '民谣', '的', '希望', ',', '听', '完', '《', '北方', '女王', '》', '你', '就', '懂']",18
313,因经济放缓中国迫切希望与美国达协议？中方:误导,1,2,0,2,0,2,"['因', '经济', '放缓', '中国', '迫切希望', '与', '美国', '达', '协议', '？', '中方', ':', '误导']",13
314,因为经济放缓 中国迫切希望与美达成协议?耿爽回应,1,2,0,2,0,2,"['因为', '经济', '放缓', ' ', '中国', '迫切希望', '与', '美', '达成协议', '?', '耿爽', '回应']",12
315,因为经济放缓，中国迫切希望与美国达成协议？外交部：完全是误导,1,2,0,2,0,2,"['因为', '经济', '放缓', '，', '中国', '迫切希望', '与', '美国', '达成协议', '？', '外交部', '：', '完全', '是', '误导']",15
316,"印度将恒河水加工成矿泉水,希望7元一瓶出口给中国,你会买吗?",1,2,0,2,0,2,"['印度', '将', '恒河', '水', '加工', '成', '矿泉水', ',', '希望', '7', '元', '一瓶', '出口', '给', '中国', ',', '你', '会', '买', '吗', '?']",21
317,有中国平安的朋友 必看！今天有希望涨停的5G高科技股票来了,0,2,0,0,3,2,"['有', '中国', '平安', '的', '朋友', ' ', '必看', '！', '今天', '有', '希望', '涨停', '的', '5G', '高科技', '股票', '来', '了']",18
318,又一大工程目标将覆盖大半个中国，外媒又将迎来另一个高峰,1,2,0,0,1,3,"['又', '一大', '工程', '目标', '将', '覆盖', '大半个', '中国', '，', '外媒', '又', '将', '迎来', '另', '一个', '高峰']",16
319,"援助政策论文,关于非洲“2063年愿景”援助的利用——中国经验欧盟角色相关参考文献资料",1,1,0,0,0,1,"['援助', '政策', '论文', ',', '关于', '非洲', '“', '2063', '年', '愿景', '”', '援助', '的', '利用', '—', '—', '中国', '经验', '欧盟', '角色', '相关', '参考文献', '资料']",23
320,"远离中国银行,实现心中理想",0,2,0,2,0,4,"['远离', '中国银行', ',', '实现', '心中', '理想']",6
321,"约战巴西!解说预言中国队没希望了,郎平换上猛将扭转乾坤",1,2,0,0,1,4,"['约战', '巴西', '!', '解说', '预言', '中国队', '没', '希望', '了', ',', '郎平', '换上', '猛将', '扭转乾坤']",14
322,"越南航空就是好,希望中国民航向人家看齐",0,2,0,0,3,4,"['越南', '航空', '就是', '好', ',', '希望', '中国民航', '向', '人家', '看齐']",10
323,在美国人眼中，解放军是什么样的？美专家：希望他们永远呆在中国,0,2,0,0,1,4,"['在', '美国', '人', '眼中', '，', '解放军', '是', '什么样', '的', '？', '美', '专家', '：', '希望', '他们', '永远', '呆', '在', '中国']",19
324,"在这中华大地播种,《中国永远收获希望》,中国梦定能完美实现!",0,2,0,0,1,3,"['在', '这', '中华', '大地', '播种', ',', '《', '中国', '永远', '收获', '希望', '》', ',', '中国', '梦定', '能', '完美', '实现', '!']",19
325,"在中国台湾省学“中国哲学”的德国老外,内心一直有一个理想",1,2,0,0,3,3,"['在', '中国', '台湾省', '学', '“', '中国', '哲学', '”', '的', '德国', '老外', ',', '内心', '一直', '有', '一个', '理想']",17
326,这个“无国籍”的民族，一直希望加入中国，如今愿望终于实现,1,2,0,0,1,3,"['这个', '“', '无国籍', '”', '的', '民族', '，', '一直', '希望', '加入', '中国', '，', '如今', '愿望', '终于', '实现']",16
327,"这届ti舞台效果拉满,欢乐的一b,真心希望中国队能拿个冠军",1,2,0,0,2,4,"['这届', 'ti', '舞台效果', '拉满', ',', '欢乐', '的', '一', 'b', ',', '真心', '希望', '中国队', '能拿个', '冠军']",15
328,这女的嫁给黑人没事快手炫耀。真希望她别来中国了。她房子我...,1,2,0,2,0,5,"['这女', '的', '嫁给', '黑人', '没事', '快手', '炫耀', '。', '真', '希望', '她', '别来', '中国', '了', '。', '她', '房子', '我', '...']",19
329,"这算不算是当今中国足坛四大希望之星,你认同吗",0,0,0,0,3,4,"['这', '算不算', '是', '当今', '中国', '足坛', '四大', '希望', '之星', ',', '你', '认同', '吗']",13
330,这一国家迫切希望同中国合作，继支持华为后，又提6250亿项目订单,1,2,0,0,1,4,"['这一', '国家', '迫切希望', '同', '中国', '合作', '，', '继', '支持', '华为', '后', '，', '又', '提', '6250', '亿', '项目', '订单']",18
331,正安县委书记邓兆桃：希望更多公众人物宣传正安,1,2,0,0,3,4,"['正', '安', '县委书记', '邓兆桃', '：', '希望', '更', '多', '公众', '人物', '宣传', '正', '安']",13
332,郑越敏 中国戏曲学院京剧系 希望战胜癌症,1,2,0,0,3,1,"['郑越敏', ' ', '中国戏曲学院', '京剧', '系', ' ', '希望', '战胜', '癌症']",9
333,致敬乐队的夏天，致敬中国摇滚乐，致敬每一个坚持理想的人,0,2,0,0,3,5,"['致敬', '乐队', '的', '夏天', '，', '致敬', '中国', '摇滚乐', '，', '致敬', '每', '一个', '坚持', '理想', '的', '人']",16
334,中国（广州）建博会来袭，预见.梦想.家！#样板间 #建博会,1,2,0,0,1,4,"['中国', '（', '广州', '）', '建博', '会来', '袭', '，', '预见', '.', '梦想', '.', '家', '！', '#', '样板间', ' ', '#', '建博', '会']",20
335,中国“大鸟”夏联首秀表现出众 沈梓捷：希望用自己的技术帮助中国队,1,2,0,0,3,4,"['中国', '“', '大', '鸟', '”', '夏联', '首秀', '表现', '出众', ' ', '沈梓捷', '：', '希望', '用', '自己', '的', '技术', '帮助', '中国队']",19
336,"中国“最难考”的3所财经大学,考上离“发家致富”的目标更近",1,2,0,0,3,4,"['中国', '“', '最难考', '”', '的', '3', '所', '财经大学', ',', '考上', '离', '“', '发家致富', '”', '的', '目标', '更近']",17
337,"中国14亿人世界杯梦想成真,第一个应该感谢的是他,而不是里皮",2,2,0,0,3,4,"['中国', '14', '亿人', '世界杯', '梦想成真', ',', '第一个', '应该', '感谢', '的', '是', '他', ',', '而', '不是', '里', '皮']",17
338,中国奥园重申买入评级，目标价12.2港元,1,2,0,0,3,0,"['中国', '奥园', '重申', '买入', '评级', '，', '目标价', '12.2', '港元']",9
339,"中国版《摔跤吧,爸爸》,10岁少女苦练拳击,梦想成世界级女拳王",1,2,0,0,3,4,"['中国', '版', '《', '摔跤', '吧', ',', '爸爸', '》', ',', '10', '岁', '少女', '苦练', '拳击', ',', '梦想', '成', '世界级', '女', '拳王']",20
340,中国车牌最尴尬的城市，很多人都不想读出来，希望不是你的家乡！,0,2,0,2,0,3,"['中国', '车牌', '最', '尴尬', '的', '城市', '，', '很多', '人', '都', '不想', '读出来', '，', '希望', '不是', '你', '的', '家乡', '！']",19
341,"中国的希望!武磊这一记“世界波”震惊足坛,里皮都赞不绝口!",1,2,0,0,3,4,"['中国', '的', '希望', '!', '武磊', '这', '一记', '“', '世界', '波', '”', '震惊', '足坛', ',', '里', '皮', '都', '赞不绝口', '!']",19
342,中国的下一个“深圳”，不是武汉成都，这4个城市最有希望！,1,2,0,0,1,4,"['中国', '的', '下', '一个', '“', '深圳', '”', '，', '不是', '武汉', '成都', '，', '这', '4', '个', '城市', '最有', '希望', '！']",19
344,中国东方教育(0667.HK)：经营业绩靓丽，龙头优势稳固，维持“买入”评级，目标价13.55港元,1,2,0,0,3,0,"['中国', '东方', '教育', '(', '0667', '.', 'HK', ')', '：', '经营', '业绩', '靓丽', '，', '龙头', '优势', '稳固', '，', '维持', '“', '买入', '”', '评级', '，', '目标价', '13.55', '港元']",26
345,中国-东盟外长会召开 携手迈向2030年愿景,1,1,0,0,1,3,"['中国', '-', '东盟', '外长', '会', '召开', ' ', '携手', '迈向', '2030', '年', '愿景']",12
346,中国队打进世界杯16强有希望了,0,2,0,0,1,4,"['中国队', '打', '进', '世界杯', '16', '强有', '希望', '了']",8
347,中国队打进世界杯8强有希望了,0,2,0,0,1,4,"['中国队', '打', '进', '世界杯', '8', '强有', '希望', '了']",8
348,"中国飞人苏炳添,夺得冠军打碎了日本重回亚洲巅峰的梦想!",1,2,0,0,3,4,"['中国', '飞人', '苏炳添', ',', '夺得', '冠军', '打碎', '了', '日本', '重回', '亚洲', '巅峰', '的', '梦想', '!']",15
349,中国共产党新闻网：人生百年终一死 留得清白上九霄——“小萝卜头”一家三口用生命捍卫革命理想,1,2,0,0,3,5,"['中国共产党', '新闻网', '：', '人生', '百年', '终一死', ' ', '留', '得', '清白', '上', '九霄', '—', '—', '“', '小萝卜头', '”', '一家', '三口', '用', '生命', '捍卫', '革命理想']",23
351,中国海洋石油下调至持有评级，降目标价至13.8港元,1,2,0,0,3,0,"['中国', '海洋', '石油', '下调', '至', '持有', '评级', '，', '降', '目标价', '至', '13.8', '港元']",13
352,中国滑雪首位归化运动员 15岁少女梦想征战北京冬奥会,1,2,0,0,3,3,"['中国', '滑雪', '首位', '归化', '运动员', ' ', '15', '岁', '少女', '梦想', '征战', '北京', '冬奥会']",13
353,中国基建再次出击，帮英国建造理想大桥，厉害了我的国,1,2,0,0,1,4,"['中国', '基建', '再次', '出击', '，', '帮', '英国', '建造', '理想', '大桥', '，', '厉害', '了', '我', '的', '国']",16
354,中国将实现GDP翻番目标，东盟全面紧抱中国经济，专家：两利好,1,2,0,0,1,3,"['中国', '将', '实现', 'GDP', '翻番', '目标', '，', '东盟', '全面', '紧抱', '中国', '经济', '，', '专家', '：', '两', '利好']",17
355,中国金茂(00817.HK)：城市运营逐步发力，销售继续高速增长，维持“买入”评级，目标价7.2港元,1,2,0,0,3,0,"['中国', '金茂', '(', '00817', '.', 'HK', ')', '：', '城市', '运营', '逐步', '发力', '，', '销售', '继续', '高速', '增长', '，', '维持', '“', '买入', '”', '评级', '，', '目标价', '7.2', '港元']",27
356,中国老区建设促进会 志愿行动 安徽师大助力宿松教育脱贫 小小教室托起大大梦想,1,2,0,0,1,1,"['中国', '老区', '建设', '促进会', ' ', '志愿', '行动', ' ', '安徽', '师大', '助力', '宿松', '教育', '脱贫', ' ', '小小', '教室', '托起', '大大', '梦想']",20
357,中国联通6月净增2.4万移动出账用户 目标是建设4G+5G两张网,1,2,0,0,1,4,"['中国联通', '6', '月', '净增', '2.4', '万', '移动', '出账', '用户', ' ', '目标', '是', '建设', '4G', '+', '5G', '两张', '网']",18
358,中国梦大型连环画系列——承载千年文化基业，共圆华夏百年梦想,1,2,0,0,3,3,"['中国', '梦', '大型', '连环画', '系列', '—', '—', '承载', '千年', '文化', '基业', '，', '共圆', '华夏', '百年', '梦想']",16
359,"中国梦想秀:81岁老太自弹自唱,一首《月亮代表我的心》真好听",1,2,0,0,2,4,"['中国', '梦想', '秀', ':', '81', '岁', '老太', '自弹自唱', ',', '一首', '《', '月亮代表', '我', '的', '心', '》', '真', '好听']",18
360,"中国梦想秀:大块头乐队,展示原创歌曲,真是太有味道了",1,2,0,0,2,4,"['中国', '梦想', '秀', ':', '大块头', '乐队', ',', '展示', '原创', '歌曲', ',', '真是太', '有', '味道', '了']",15
361,"中国梦想秀:鸡蛋哥表演,蛋上绝技,真是太厉害了",1,2,0,0,2,4,"['中国', '梦想', '秀', ':', '鸡蛋', '哥', '表演', ',', '蛋上', '绝技', ',', '真是太', '厉害', '了']",14
362,"中国梦想秀:没想到波波老师,也有看走眼的时候,真是太搞笑了",1,2,0,0,2,2,"['中国', '梦想', '秀', ':', '没想到', '波波', '老师', ',', '也', '有', '看走眼', '的', '时候', ',', '真是太', '搞笑', '了']",17
363,中国梦想秀：母女二人相伴多年，孝顺女儿为妈妈现场征婚，太搞笑,1,2,0,0,2,1,"['中国', '梦想', '秀', '：', '母女', '二人', '相伴', '多年', '，', '孝顺', '女儿', '为', '妈妈', '现场', '征婚', '，', '太', '搞笑']",18
364,"中国梦想秀:女子脸盘很像邓丽君,演唱《小城故事》,满满的回忆",1,2,0,0,3,4,"['中国', '梦想', '秀', ':', '女子', '脸盘', '很', '像', '邓丽君', ',', '演唱', '《', '小城', '故事', '》', ',', '满满的', '回忆']",18
365,"中国梦想秀:且末少年弹奏箜篌版《凉凉》,张碧晨温暖助梦",1,1,0,0,3,1,"['中国', '梦想', '秀', ':', '且末', '少年', '弹奏', '箜篌', '版', '《', '凉凉', '》', ',', '张碧晨', '温暖', '助梦']",16
366,"中国梦想秀:史中鹏表演绝技,被波波老师一刀“捅入”,观众乐翻",1,1,0,0,2,1,"['中国', '梦想', '秀', ':', '史中鹏', '表演', '绝技', ',', '被', '波波', '老师', '一刀', '“', '捅', '入', '”', ',', '观众', '乐翻']",19
367,中国梦想秀：他一首《江南style》，嗨翻全场，波波忍不..,1,2,0,0,2,4,"['中国', '梦想', '秀', '：', '他', '一首', '《', '江南style', '》', '，', '嗨', '翻', '全场', '，', '波波', '忍', '不', '..']",18
368,"中国梦想秀:她演唱张惠妹的《勇敢》,简直是天籁之音,很好听",1,2,0,0,2,5,"['中国', '梦想', '秀', ':', '她', '演唱', '张惠妹', '的', '《', '勇敢', '》', ',', '简直', '是', '天籁', '之音', ',', '很', '好听']",19
369,"中国梦想秀:唐蔚华台上演唱,真是太有意境了,观众掌声不断",1,2,0,0,2,4,"['中国', '梦想', '秀', ':', '唐蔚华', '台上', '演唱', ',', '真是太', '有', '意境', '了', ',', '观众', '掌声', '不断']",16
370,"中国梦想秀:壮声人声乐团,带来精彩的人声音乐表演,真是太棒了",1,2,0,0,2,4,"['中国', '梦想', '秀', ':', '壮声', '人声', '乐团', ',', '带来', '精彩', '的', '人声', '音乐', '表演', ',', '真是', '太棒了']",17
371,"中国梦想秀:组合带来歌曲串烧,听完我陶醉了,超好听",1,2,0,0,2,5,"['中国', '梦想', '秀', ':', '组合', '带来', '歌曲', '串烧', ',', '听', '完', '我', '陶醉', '了', ',', '超', '好听']",17
372,中国梦想秀第五季第1期：史中鹏演革命战士，和波波老师互动,1,1,0,0,2,4,"['中国', '梦想', '秀', '第五', '季第', '1', '期', '：', '史中鹏演', '革命', '战士', '，', '和', '波波', '老师', '互动']",16
373,"中国梦想秀第五季第2期:波波老师唱戏剧为枣大妈拉票,太逗了",1,2,0,0,2,1,"['中国', '梦想', '秀', '第五', '季第', '2', '期', ':', '波波', '老师', '唱', '戏剧', '为枣', '大妈', '拉票', ',', '太逗', '了']",18
374,中国瞄准下一个大目标！6G准备上路，速度将达到，前所未有的高度,0,2,0,0,1,4,"['中国', '瞄准', '下', '一个', '大', '目标', '！', '6G', '准备', '上路', '，', '速度', '将', '达到', '，', '前所未有', '的', '高度']",18
375,中国男足的新希望！郑智11岁儿子7比0横扫对手，放弃英国国籍,1,2,0,0,3,3,"['中国男足', '的', '新', '希望', '！', '郑智', '11', '岁', '儿子', '7', '比', '0', '横扫', '对手', '，', '放弃', '英国', '国籍']",18
376,"中国情歌汇:胡成洲带来《最初的信仰》,唱出曾经的音乐梦想",1,2,0,0,3,5,"['中国', '情歌', '汇', ':', '胡成洲', '带来', '《', '最初', '的', '信仰', '》', ',', '唱', '出', '曾经', '的', '音乐', '梦想']",18
378,中国台协贺颜丙涛夺冠:希望其他人以他为榜样,1,2,0,0,3,4,"['中国', '台协贺', '颜丙涛', '夺冠', ':', '希望', '其他人', '以', '他', '为', '榜样']",11
379,"中国舞演绎网红歌曲《芒种》,风格非常搭配,网友:人间理想!",1,2,0,0,2,5,"['中国', '舞', '演绎', '网红', '歌曲', '《', '芒种', '》', ',', '风格', '非常', '搭配', ',', '网友', ':', '人间', '理想', '!']",18
380,中国移动AIIA数字家庭创客马拉松大赛点燃希望之火!!,1,1,0,0,1,1,"['中国移动', 'AIIA', '数字家庭', '创客', '马拉松', '大赛', '点燃', '希望', '之火', '!', '!']",11
381,中国移动关注贵吧!希望2019包头轻工职业技术学院的学子们新,0,2,0,0,1,1,"['中国移动', '关注', '贵', '吧', '!', '希望', '2019', '包头', '轻工', '职业', '技术', '学院', '的', '学子', '们', '新']",16
382,中国足球有希望了鸭,0,2,0,0,1,4,"['中国', '足球', '有', '希望', '了', '鸭']",6
383,"中国最美的8所大学,你希望你的校园是这样的吗",0,2,0,0,3,5,"['中国', '最美', '的', '8', '所', '大学', ',', '你', '希望', '你', '的', '校园', '是', '这样', '的', '吗']",16
384,中国最美的建筑，北京四合院，梦想中的豪宅,0,2,0,0,3,5,"['中国', '最美', '的', '建筑', '，', '北京', '四合院', '，', '梦想', '中', '的', '豪宅']",12
385,中国最性感的女星：张雨绮第三，柳岩仅第二，第一活成了男人梦想,0,2,0,0,3,5,"['中国', '最', '性感', '的', '女星', '：', '张雨', '绮', '第三', '，', '柳岩', '仅', '第二', '，', '第一', '活成', '了', '男人', '梦想']",19
386,中金：首予中国东方教育跑赢大市评级 目标价15港元,1,2,0,0,3,0,"['中', '金', '：', '首予', '中国', '东方', '教育', '跑', '赢大市', '评级', ' ', '目标价', '15', '港元']",14
387,中金：维持中国东方教育(00667)“跑赢行业”评级 目标价15港元,1,2,0,0,3,0,"['中', '金', '：', '维持', '中国', '东方', '教育', '(', '00667', ')', '“', '跑', '赢', '行业', '”', '评级', ' ', '目标价', '15', '港元']",20
388,中金：中国东方教育维持跑赢行业评级 目标价15港元,1,2,0,0,3,0,"['中', '金', '：', '中国', '东方', '教育', '维持', '跑', '赢', '行业', '评级', ' ', '目标价', '15', '港元']",15
389,中金：中国铁塔维持跑赢行业评级 目标价2.5港元,1,2,0,0,3,0,"['中', '金', '：', '中国', '铁塔', '维持', '跑', '赢', '行业', '评级', ' ', '目标价', '2.5', '港元']",14
390,中金：中国中药目标价下调至4.62港元 维持跑赢行业,1,2,0,0,3,0,"['中', '金', '：', '中国', '中药', '目标价', '下调', '至', '4.62', '港元', ' ', '维持', '跑', '赢', '行业']",15
391,中金公司：给予中国奥园(03883.HK)“增持”评级 目标价13.84港元,1,2,0,0,3,0,"['中金公司', '：', '给予', '中国', '奥园', '(', '03883', '.', 'HK', ')', '“', '增持', '”', '评级', ' ', '目标价', '13.84', '港元']",18
392,中金公司：给予中国东方教育(00667.HK)“增持”评级 目标价15.00港元,1,2,0,0,3,0,"['中金公司', '：', '给予', '中国', '东方', '教育', '(', '00667', '.', 'HK', ')', '“', '增持', '”', '评级', ' ', '目标价', '15.00', '港元']",19
393,中金公司：给予中国国航(00753.HK)“增持”评级 目标价10.50港元,1,2,0,0,3,0,"['中金公司', '：', '给予', '中国', '国航', '(', '00753', '.', 'HK', ')', '“', '增持', '”', '评级', ' ', '目标价', '10.50', '港元']",18
394,中金公司：给予中国金茂(00817.HK)“增持”评级 目标价5.91港元,1,2,0,0,3,0,"['中金公司', '：', '给予', '中国', '金茂', '(', '00817', '.', 'HK', ')', '“', '增持', '”', '评级', ' ', '目标价', '5.91', '港元']",18
