title,fact,opinion,inhibition,fff,activation,moral
"外国佬对中国的房价感到无奈,希望自己可以多挣钱,买个中等房子",1,2,2,0,0,3
"我希望全中国房价都降价,使劲降,让老百姓人人买得起,尤其是项",2,2,2,0,0,2
"我希望在中国大地上,能获得非洲黑人五分之一的待遇。",2,2,2,0,0,3
"邮市还有希望吗?有,但是在中国太难太难了",0,2,2,0,0,0
有人说“中国散户炒股易亏钱，银行理财收益低，机构投资不靠谱”，那还有理想的投资渠道吗？,1,0,2,0,0,4
在中国人寿工作看不见希望怎么办了？（本人25岁，男生，编制内勤。在四五线城市）？,1,0,2,0,0,5
"这样的发挥,中国男篮小组还有出线的希望没??",0,0,2,0,0,4
这样的恒大就是拿了冠军有意思吗?中国足球一点希望都没了。,0,2,2,0,0,5
"真的是绝望了!毫无改变的希望。舆论已经变方向了,中国人遭受的",0,2,2,0,0,5
中国美术学院设计艺术类综合分69.55是不是一点希望都没有了？,1,0,2,0,0,1
"被誉为中国队希望的周琦,全场致命失误,网友:我们的希望不是你",1,2,2,0,0,4
"股票下单助手下载,中国股票还有希望么",0,0,2,0,0,5
"看看大连最后8分钟在干什么,中国足球没希望了,故意禁区里传球",1,2,2,0,0,4
全球艾滋病死亡人数77万 2020年抗艾目标将无法实现,1,2,2,0,0,5
通过张扣扣被处死案，你认为穷人活在中国，希望在哪里？,1,0,2,0,0,2
"屋漏偏逢连夜雨,阿联受伤国青队输63分,中国篮球有希望吗",1,0,2,0,0,4
阳光100中国上半年仅完成25%销售目标 一个月出售60亿资产46亿用于还债,1,1,2,0,0,4
"一针封闭,麦迪的职业生涯都毁了,中国球迷最后的希望也破灭了!",1,2,2,0,0,4
在中国资本市场洋面上漂着一根稻草绳，让游者寄于希望,0,2,2,0,0,2
真希望皇马也能来中国认真的拼一场比赛,2,2,2,0,0,2
"支持中国队全部都是归化球员,这样才有希望",2,2,2,0,0,3
中国梦想秀：坚强母亲，含泪讲述14年寻子经历，观众忍不住落泪,1,2,2,0,0,1
"重庆的青春风暴,会不会是未来中国国家队的希望?现在的三个年轻人",1,0,3,0,0,4
中国梦想秀：枣大妈说，上海男人娘娘腔，周立波说快演不下去了,1,2,3,1,0,1
【埃神:希望替中国队出战】,0,2,3,0,0,3
"中国那么多沙漠,为何不用其中的沙子来盖房?太理想化了",1,2,3,0,0,4
中国平安没有不买的道理，目标1000元,0,2,3,0,0,2
中国未来会出现类似于欧美的素食潮流嘛?真是希望能如此啊,1,2,3,0,3,4
谁说中国足球没有希望?他们会让你信心倍增!,0,2,3,0,0,4
中国古人为啥喜欢侠？贫富差距大，不平事太多？梦想是要有的！,1,2,3,0,0,2
中国威胁切断稀土供应后五角大楼希望确保稀土供应安全,1,2,3,0,0,4
"中国足球管理者害人不浅,希望之星徐友刚沦落到被迫租借一个癌症...",1,2,3,0,0,1
"二选一: 川菜和粤菜,你希望哪个代表中国菜的形象???",0,0,3,0,0,4
"考研生,目标中国古代文学,想抱上岸师兄姐大腿!!",1,2,3,0,3,4
"麻烦各位大侠了。带孩子去烟台养马岛,龙湖北中国海公园玩,希望",1,1,3,0,0,1
儒者行天下 希望为中国赢得更多儒学话语权,0,2,3,0,0,4
"中国哪些城市拥有较大优势,却发展的不是很理想",0,0,3,0,0,2
中国男篮还有希望,0,2,3,0,0,4
"中国女排30岁老将面对年轻的竞争对手,为奥运梦想最后放手一搏",1,1,3,0,0,5
"中国女排目标完成,刘晏含累了,郑益昕招人喜欢,包容18岁新星",1,2,3,0,0,1
"中国女排新成员加入,郎平刻意让球队练一技能,目标直指总冠军",1,2,3,0,0,4
中国再过50年有希望掌握可控核聚变吗？,0,0,3,0,0,4
中国足协方面希望蒿俊闵和李可两名国脚加盟恒大?!,0,2,3,0,0,3
"走进真实的日本,丈夫不想为了赚钱放弃梦想,中国妹子含泪支持",1,2,3,0,0,5
最理想的分组:中国 越南 台北 马尔代夫 关岛,0,2,3,0,0,2
"(首先,希望别删除)你认为老一辈中国人思维和世界观上最大的问题",1,2,3,0,0,4
"为梦想打职业也有错?为何那么多人骂吴悠,他已是中国人身体极限",1,2,3,0,0,4
"我讨厌网上骂中国朝鲜族的,我希望中国朝鲜族有颗中国心",2,2,3,0,0,3
"中国女篮韩旭开腔|姚明叫我大胆沟通,希望向美国队友学习自信",1,2,3,0,0,4
"中国人不打中国人有时候失误,好容易找到一个目标就开一枪,然后",1,2,3,0,0,3
“小心了”华人成为该国主要目标，渴望中国64亿投资，霸气拒绝美提议,1,2,3,0,0,3
"47名中国女童幸得解救,被买卖的“猪花”,希望悲剧不再重演!",1,2,3,0,0,1
边境已进入战备状态，特朗普最希望看到的事情发生，中国什么态度？,1,2,3,0,0,1
倡议梦想小镇修复中国国旗,0,2,3,0,0,5
对贸易谈判和中国采购美农产品满怀希望,1,2,3,0,0,2
"俄罗斯希望引进中国移民,无偿赠送每人15亩土地!只有一个条件",1,1,3,0,3,3
"毫无悬念!中国女排不敌土耳其晋级4强希望渺茫,安家杰遭质疑",1,2,3,0,0,4
建业VS卓尔前瞻≦势头≧ 土帅对决谁更高一筹(¨中国平安) 卓尔势头正盛建业目标三分,1,0,3,0,0,4
李楠：中国队从夏联归来身体疲惫 希望通过斯杯找回状态,1,2,3,0,0,1
陕西考生高一本线60分第一志愿填的中国计量大学…希望被录取Q,1,2,3,0,0,4
"腾讯要是能把王者荣耀这视频质量去做动漫,中国动漫有希望了",1,2,3,0,0,4
"踢皮球、组织差、审核不严,但我曾经是中国电竞希望|电竞扒一扒",1,2,3,0,0,5
"为什么韩国梦想四人组都出成绩了,而中国选手纷纷退役。小圈子?",1,2,3,0,0,4
吴晓求:科创板是中国资本市场的希望 要宽容他走弯路,0,2,3,0,0,5
"武磊发布会：希望中国球迷保持理智,新赛季可竞争主力",1,2,3,0,0,4
"武磊谈起留洋经历:国外氛围比国内好太多,希望为中国正名",1,2,3,0,0,4
"叶叔希望:中国以后的家庭、父母,素质比老一辈好点,好好用爱心",0,2,3,0,0,1
张玉宁『中国平安』：领先时有些放松（¨时有） 一周三赛希望不要受伤,1,2,3,0,0,1
"真不希望中国队进2022世界杯,吧里有和我一样的吗",0,2,3,0,0,3
中国3年(2022年)主要目标:人均GDP超过波兰成为高收入国家。。,0,2,3,0,0,2
"中国对波兰正在进行时,希望赢!能赢吗?",1,2,3,0,0,4
中国非物质文化遗产希望能继承下去,0,2,3,0,0,3
中国梦想秀：无臂少女展示，十字绣技巧，真是太厉害了,1,2,3,0,0,1
"中国男排需要一个美国大学教练来慢慢磨基本功,目标定在巴黎吧。",0,2,3,0,0,4
"中国女篮主教练许利民:希望大家更多关注女篮赛事,关心女篮成长",0,2,3,0,0,1
中国女乒冠军朱雨玲落选亚锦赛?而她希望冲击东京奥运会!,1,2,3,0,0,4
中国燃气(00384-HK)获大和上调目标价 股价竟跌4%,1,2,3,0,0,0
中国人都希望统一！大陆游客街头遇“台独”媒体帅气回答,1,2,3,0,0,3
中国新生代勇者出征，遭遇世界难缠强敌，带着希望艰苦奋战,1,2,3,0,0,4
中国有没有比较理想的冲浪的目的地？,0,0,3,0,0,5
专访希腊米骆库设计公司合伙人Olga： 中国企业原创设计需求上升 希望PDC在国际上获更大认可,1,2,3,0,0,4
"最近在犹豫订中国国家地理还是华夏地理,希望大神给些建议",1,0,3,0,0,4
"#爱中国爱香港#我们希望和平时代,假发勾制见过吗",0,2,3,0,0,1
“淡水虾王”入侵中国，个头是小龙虾的3倍，国人：希望赶快泛滥,1,2,3,0,0,5
《一图看懂中国足球协会2019年工作报告》（当前足球改革面临的主要挑战和未来四年发展目标做出了阐释和解读）,1,2,3,0,0,5
"【阿联的原话,希望经历这次,中国男篮能够重生】",0,2,3,0,0,4
【中国篮球20年没目标应该是国内联赛起码达到夏联水平】,1,2,3,0,0,4
"2019年新开个,希望中国和杭州空气越来越好",0,2,3,0,0,5
2022卡塔尔世界杯是中国男足最有希望获得参赛资格的一届,1,2,3,0,0,4
"20考研♀,双非二本,想报考西安科技、中国民航。希望走过路过",1,2,3,0,0,4
"mit这要求看笑了,中国有多少高中生能达到?",0,2,3,0,0,4
PP体育对话马图伊迪：希望中国蒂尼保持热情 明天要拿下比赛,1,2,3,0,0,4
"此物曾是中国主食,但现在却只能进口,网友:希望重新种植!",1,2,3,0,0,4
"刺客信条将会有一部中国正传,但是国外很多玩家希望是在日本",1,2,3,0,0,2
从中国寄书去日本...选什么快递好.。。。希望先辈能告诉我?,1,0,3,0,0,2
"大家如何看待董路的中国足球小将,能否给中国足球带来希望",0,0,3,0,0,3
"发现很多人对中国海军的发展有点理想化,我来给你们算笔账",1,2,3,0,0,1
"非洲某部落,坚称是中国人,希望回国,专家:他们确实是中国人!",0,2,3,0,0,3
郭永红：咬定目标任务 务求决战决胜 以优异的成绩庆祝新中国成立70周年,1,2,3,0,0,4
韩媒:中国足球将世界杯梦想寄托于“外国人”,1,2,3,0,0,3
华为之后 美国似乎又锁定下一个目标 中国巨头遭美企叫停合作,1,2,3,1,0,2
黄润秋：希望中国国际环保展览会对环境质量改善做出更大贡献,1,2,3,0,0,5
霍顿父亲：只希望药检制度保持一致 非常尊重中国,0,2,3,0,0,2
江苏大学车辆工程毕业后有可能去中国中车工作吗?希望大吗?,1,0,3,0,0,4
"今年高考生,发挥不太理想,想上中国农业大学生物科学但怕分不够",1,2,3,0,0,4
今年九月去釜山外大 有没有在釜外的中国朋友 希望能够认识更,1,2,3,0,0,3
今年虽然只有4只中国队但还真不是最没夺冠希望的一年好吧。。,1,2,3,0,0,4
库德洛:特朗普仍希望同中国达成贸易协议,1,2,3,0,0,2
狼队正积极运作中国球员登陆英超 目标杀进欧冠_上海,1,2,3,0,0,4
雷振剑:中国体育产业起点高希望每个人更好地参与运动,0,2,3,0,0,3
李扬（¨中国平安）：足协杯不存在放弃 如迎申花首秀目标只有胜利,0,2,3,0,0,4
里皮：不谈对手目标是进世界杯 那是全中国人梦想,1,2,3,0,0,4
里皮：会认真对待每个对手，世界杯是所有中国人的梦想,1,2,3,0,0,4
"里皮:世界杯是所有中国人的梦想,我们会认真对待每个对手",1,2,3,0,0,4
美防长提名人表态：中国威胁更大了 我们不希望为敌,1,2,3,0,0,4
美防长提名人在听证会上表态：中国威胁更大了 我们不希望为敌,1,2,3,0,0,4
美国将军表示：未来100年希望与中国和平相处，而不是战争,1,2,3,0,0,1
美将中国定为未来百年对手？美上将：中国不是敌人 不希望开战,0,2,3,0,0,1
"那时候人的快乐很简单,就是在世界舞台上挺直腰板。希望中国足球也...",0,2,3,0,0,4
"日本出生率再创新低,现又希望中国伸出援手,专家这样说!",1,2,3,0,0,1
如何评价韩国媒体《中央时报》称中国只能依靠外人来实现中国足球的梦想？,1,0,3,0,0,4
"上气主演直播:上气不拍给中国人,所以不需要取悦中国观众。这部",1,2,3,0,0,4
世界杯预选赛即将开始，中国队有希望吗？,1,2,3,0,0,4
泰国拳王在中国传拳13年：希望看到中国人斩获金腰带,1,2,3,0,0,4
特朗普希望将华为作为筹码？任正非：中国不会买账，华为完全有能力摆脱对美国核心产品的依赖 #华为 #加油,1,2,3,0,0,4
"听说请回答1988中国要翻拍了,你们期待吗?希望不要失望?",1,0,3,0,0,4
"我倒是希望中国能出一些类似小米,拼多多这样的公司,之前人家让",2,2,3,0,0,4
我的理想是中国人民公安大学，现在虚岁16，身高只有154。我将来有机会考上吗（排除成绩等外在因素）？,1,0,3,0,0,4
"我想养猫头鹰做宠物,从小养起的那种……在中国有希望吗",0,0,3,0,0,4
"我一点不伤感,真的。因为我知道他从此将代表中国队,我希望看到",1,2,3,0,0,3
"希望大家保持理性,都克制点,毕竟都是中国人",1,2,3,0,0,3
"希望大家保持友好,都是中国人。",1,2,3,0,0,3
"希望郎导还要激进一点,不要死抱老将不放!基拉李用新人零封中国",1,2,3,0,0,4
"希望能帮助伊朗的中国同胞做点事情,帮助他们回国发展!",1,2,3,0,0,3
"希望有生之年能以一个中国公民的身份,去不用签证的藏南地区...",2,2,3,0,0,3
"希望中国航天越来越好,但是有些",0,2,3,0,0,3
"下一届世界杯,中国队的目标应该不仅仅只是进去露个面吧",2,2,3,0,0,4
香港司机陈师傅：不要暴力 希望香港重回和谐安宁,1,2,3,0,0,1
香港著名艺人海外高举国旗，表态我是中国人，却被列为攻击目标！,1,2,3,0,0,3
想问一下有没有中国社科院法律非法学的学长学姐，我想知道一下今年的社科院350以下是不是没有希望了?,1,0,3,0,0,4
"一心传播中国泉文化知识,不惧喷子恶言攻击。希望吧友静下心来,",1,2,3,0,0,1
"一直有个梦想,想放下一切边唱边走用1年时间把整个中国走一遍。",0,2,3,0,0,3
印巴两国外长接踵而至，希望中国助其一臂之力，驻俄大使放狠话,1,2,3,0,0,2
"有在潍坊中国银行上班的嘛,马上要入职了,希望前辈们能传授一下",1,0,3,0,0,1
"这才是国漫应该有的样子,希望多拉点投资,不要断更!在中国做动",0,2,3,0,0,5
"中国传统大节,希望能有点仪式感。",0,2,3,0,0,4
中国房地产拒绝大起大落稳定成为主流趋势,0,2,3,0,0,0
中国留学生出国留学该使用怎么样的标准去选择他们的专业？,0,0,3,0,0,3
中国民航大学大一新生，专业分配不理想，想转专业。请问有哪些专业比较好转，成功率高点的？,1,0,3,0,0,3
中国男篮的前景如何，还有希望进入 2020 东京奥运会吗？,0,0,3,0,0,4
中国女排明年东京卫冕，希望大不大？,0,0,3,0,0,4
中国石油大学胜利学院有希望转公办么？,1,0,3,0,0,4
中国真的有人希望房价降下来吗？,0,0,3,0,0,2
中国最传统的制作工艺，希望被重视，这种不能被淘汰！,0,2,3,0,0,1
"转眼七夕节又要来了,希望有个她以后能一直陪着你过这个中国...",1,2,3,0,0,1
准备创业了，我的目标做中国最好的砂轮，但都说制造业小企业不好做，没有交学费的资本，大家能给点建议吗？,1,0,3,0,0,4
足协换届能够给中国足球换来希望吗?,1,0,3,0,0,4
#中国台湾发生地震#希望台湾同胞平安无事,1,2,3,0,0,1
...我希望找到和我一起表演的中国朋友 我是日本人 我会唱歌和一点...,1,2,3,0,0,3
《外资精点》汇证：小米中国市场挑战持续，降目标至１２﹒９元,1,2,3,0,0,4
【70kg】不知道为什么 很为中国队担心 希望两支队伍都加油,0,2,3,0,0,1
【讨论向】诸君真的希望鲁邦在中国“火”起来吗?,0,0,3,0,0,4
【中国奥运最大坑】田径除了杂交育种或归化黑皮外真的没希望...,2,2,3,0,0,5
≮亚洲≯吉田麻也：亚洲足球持续发展 希望更多中国球员能留洋,1,2,3,0,0,4
19年河南理科611省排名一万一千多上中国政法大学法学系有希望吗？,1,0,3,0,0,4
19文科考生，报考中国矿业大学，学工商管理，有多大的录取希望？,1,0,3,0,0,4
50条“国标”分解目标、措施、任务……健康中国人你达标几条？,1,0,3,0,0,5
TI9中国队还有希望把冠军留在中国吗?,0,0,3,0,0,4
担忧伊朗报复，英国求美失败，希望中国帮忙改变被动局势,0,2,3,0,0,4
俄军即将装备S-500防空系统，性能远超红旗9，中国需要进口吗？,1,0,3,0,0,4
法律硕士（非法学）现在复习晚不晚，想清楚目标了之前一直没有，想考中国政法的法律硕士？,1,0,3,0,0,4
各具特点！中国女排矮个副攻郑益昕和胡铭媛，谁留队希望大？,1,0,3,0,0,3
黑鹰boss:希望能尽快看到中国球队在沃达丰球场奉献精彩比赛,0,2,3,0,0,4
湖北考生今年高考分数579有希望报中国地质大学（武汉）吗？,1,0,3,0,0,4
湖南文科生497有希望能够进中国矿业大学银川学院吗?,1,0,3,0,0,4
华为想做中国智能电视老大，这个目标不太容易,0,2,3,0,0,4
"坚定不移锻炼新生代自由人倪非凡,中国有希望冲击美国,不然没戏",0,2,3,0,0,4
"讲一下中国家具海运到澳洲的攻略,希望可以帮到新移民。",1,2,3,0,0,1
李盈莹发疯了！中国女排冠军离时隔6年再夺冠只差一战，希望很大,1,2,3,0,0,4
美防长提名人60次提到中国：不希望与中国为敌,1,2,3,0,0,4
你们都希望中国申办世界杯吗?,0,0,3,0,0,3
你是否希望联合国迁到中国？,0,0,3,0,0,4
佩工给中国球迷点赞〈球迷〉 战老东家曼城知难而上目标决赛[¨老东家],1,2,3,0,0,4
请问大家2019年艺考中国传媒大学南广学院计划招300名考358名有没有录取的希望！？,1,0,3,0,0,4
热搜上中国女性理想身材Bml17，鹅们都能达到吗？,1,0,3,0,0,5
如果再来一次侵华战争，中国有多大的希望战胜日本?,2,0,3,0,0,1
"世锦赛女子半决赛,中国游泳队天才美少女成绩不理想,还得加油",1,2,3,0,0,4
"虽然不喜欢ig,但还是希望ig赢,这样中国队夺冠的几率大",0,2,3,0,0,4
"虽然刀斯林司马,但希望中国战队Ti夺冠",0,2,3,0,0,4
塔利斯卡:恒大今年有希望联赛夺冠 归化球员能够帮助中国足球,0,2,3,0,0,4
我开学大二，本科学的新闻类专业，想跨专业考中国古代文学研究生，希望大家能推荐几个难度适中的北方高校。？,1,0,3,0,0,1
我是19届湖南文科生，省排688，请问录上中国社会科学院大学有希望吗?,1,0,3,0,0,4
"我有三个梦想,三个对祖国和故乡的期盼。中国gdp世界第一,四",0,2,3,0,0,3
希望 中国远洋也能走出 山东黄金的走势~！,0,2,3,0,0,0
"希望19世界杯中国夺冠,大家中秋快乐!",0,2,3,0,0,4
"希望把冠军留在中国,AG加油",0,2,3,0,0,4
希望国行出来了中国有很多服务点可以维修。,0,2,3,0,0,2
"希望吴前下赛季好好提升防守吧,明年方硕已经30岁了,就算中国",1,2,3,0,0,4
"希望中国女排,加强“调整进攻”技术的训练。",0,2,3,0,0,4
先定个小目标 篮球世界杯 中国小组出线!!!,0,2,3,0,0,4
"薛之谦天天霸QQ音乐榜单,完全可以去中国好声音当梦想老师啊",1,2,3,0,0,4
野村：华晨中国目标价下调至10.2港元 降至中性评级,1,2,3,0,0,0
野村：下调华晨中国(01114)目标价至10.2港元 降评级至“中性”,1,2,3,0,0,0
液体不会又要1串7了吧? 如果中国队不能夺冠!希望液体创造奇,0,2,3,0,0,4
伊藤美诚她妈：赢中国队理所当然，但长期目标是超越中国队,1,2,3,0,0,4
"有一说一,我很希望那时候亚运会中国队输掉比赛 这样就不会有",2,2,3,0,0,3
在习近平新时代中国特色社会主义思想指引下——新时代新作为新篇章 第76集团军某旅：“能适应”已成过去 “能打赢”才是目标,1,2,3,0,0,4
"赵睿拼命回追犯规这一下!像极了10年的苏亚雷斯,给中国留了希望",1,2,3,0,0,5
"至少赢一场!中国男篮为了完成目标,会让易建联提前复出吗?",0,0,3,0,0,1
中国打篮球的那么多，为什么中国男篮成绩一直不是很理想？,1,0,3,0,0,4
中国大学生大学四年最主要完成的目标是啥？,0,0,3,0,0,5
中国各个方面超过美国时能否实现我小时候的理想——世界和平。如果可以还需要多少年。？,0,0,3,0,0,4
中国海洋大学有希望超越山东大学吗？,0,0,3,0,0,4
"中国好人:这辆简陋的车,是寻子的希望,车不停就有希望",1,2,3,0,0,1
"中国梦想秀:追梦人带来,熨斗杂技表演,真是太担心了",1,2,3,0,0,1
"中国女排为何让替补出战?安家杰作出回应,郎平希望有人脱颖而出",1,2,3,0,0,4
"中国现当代文学考研,海南师范大学,求学长学姐帮忙,希望找到真",1,0,3,0,0,1
,,,,,,
中国为何有很多企业愿景变成了口号？,0,2,2,1,0,2
"德国农村,为何会被称为中国乡村的发展目标?看完才知道差距有多大",0,2,2,0,0,4
"男篮世界杯中国队淘汰后,你们希望最后谁夺冠?",1,0,2,0,3,3
"如果中国队伍没能夺冠,各位希望谁拿冠军?",2,0,2,0,3,4
中国还有希望吗?毕竟限量1000哎!迪爸爸看来不偏心傻鱼,1,2,2,0,0,2
中国其实比印度更需要迁都,2,2,2,0,0,4
中国赛车的希望,0,2,2,0,0,4
"今天转运中国把我搞崩溃了。运费差投诉无门,希望大家给出建议",1,2,2,1,0,2
"王霜看衰中国女足前景:难再进世界杯16强,希望别像国足",1,2,2,0,0,5
"第一次在美国体检,拿药 完全没有中国那种人山人海的感觉。",1,2,2,0,3,3
非洲一部落，非要说是中国人希望回国,0,2,2,0,0,3
她126岁了，生13个孩子都年幼夭折了，她或许是中国最孤独、悲情的女人。希望刷到的朋友能够关注她????,1,2,2,0,0,1
命中率不理想 中国男篮上午训练结束后玩起中圈投篮,1,2,2,0,0,5
为什么中国球员在NBA都不是很理想？,1,0,2,0,0,4
印度消费者认为红米K20价格较高，希望和中国版本价格一样？,0,2,2,0,0,2
中国医生未来还有希望吗 一个医学生的迷茫,0,2,2,0,0,1
中国足球目前没任何希望,0,2,2,0,0,4
"希望你们不要再黑华为了,做中国企业真难",1,2,2,2,0,3
富力赛前低调示人(¨中国平安) 第20次广州德比精彩是唯一目标,1,2,2,0,0,4
"当兵走了,希望下次可以看到中国队夺冠",1,2,2,0,0,4
"凡事是靠战术配合的体育项目,中国队成绩都不理想",1,2,2,0,0,4
"很不希望在中国当好官,最后的结局都和岳飞一样。",1,2,2,0,0,5
恒大使中国足球没有了希望,0,2,2,0,0,4
希望中国有更多保利尼奥 埃神还不在最佳状态,1,2,2,0,0,4
苦练田径是中国足球“最后的希望”,0,2,2,0,0,4
没什么别没钱，有什么别有病。不希望这里成为中国最赚钱的企业。,0,2,2,0,0,2
哪些瞬间让你感到中国影视已经没希望了?,0,0,2,0,0,4
如果能重新改变一次中国古代历史上著名的遗憾，你希望看到哪一个,2,0,2,0,0,4
"外国佬对中国的房价感到无奈,希望自己可以买个中等房子",1,2,2,0,0,3
"我希望全中国房价都降价,使劲降,让老百姓人人买得起",2,2,2,0,0,2
"希望在中国大地上,能获得非洲黑人五分之一的待遇。",2,2,2,0,0,3
邮市还有希望吗?是在中国太难太难了,0,2,2,0,0,0
中国散户炒股易亏钱，银行理财收益低，机构投资不靠谱，那还有理想的投资渠道吗？,1,0,2,0,0,4
在中国人寿工作看不见希望怎么办了？,1,0,2,0,0,5
"这样的发挥,中国男篮小组还有出线的希望？",0,0,2,0,0,4
这样的恒大就是拿了冠军有意思吗?中国足球一点希望都没。,0,2,2,0,0,5
真的是绝望了!毫无改变的希望。舆论已经变方向了,0,2,2,0,0,5
中国美术学院设计艺术类综合分69.55是不是一点希望都没有？,1,0,2,0,0,1
"誉为中国队希望的周琦,全场致命失误,网友:我们的希望不是你",1,2,2,0,0,4
股票下单助手中国股票还有希望么,0,0,2,0,0,5
"看看大连最后8分钟在干什么,中国足球没希望了",1,2,2,0,0,4
艾滋病死亡人数77万 2020年抗艾目标将无法实现,1,2,2,0,0,5
张扣扣被处死案，你认为穷人活在中国，希望在哪里？,1,0,2,0,0,2
"屋漏偏逢连夜雨,阿联受伤国青队输6分,中国篮球有希望吗",1,0,2,0,0,4
中国上半年仅完成25%销售目标 一个月出售60亿资产46亿用于还债,1,1,2,0,0,4
"麦迪的职业生涯都毁了,中国球迷最后的希望也破灭了!",1,2,2,0,0,4
中国资本市场洋面上漂着一根稻草绳，让游者寄于希望,0,2,2,0,0,2
真希望皇马能来中国认真的拼一场比赛,2,2,2,0,0,2
"支持中国队全部都是球员,这样才有希望",2,2,2,0,0,3
坚强母亲，含泪讲述14年寻子经历，观众忍不住落泪,1,2,2,0,0,1
,,,,,,
中国为何很多企业愿景变成口号,0,2,2,1,0,2
德国为何被称为中国乡村的发展目标?看完才知道差距有多大,0,2,2,0,0,4
"看看是不是真公益,看看sf界还有没有希望,看看中国的",0,2,2,0,0,5
"世界杯中国队淘汰后,你们最希望最后谁夺冠",1,0,2,0,3,3
"如果中国队没能夺冠,各位希望谁拿冠军?",2,0,2,0,3,4
中国还有希望吗?毕竟限量哎!迪爸爸看来不太偏心傻鱼啊,1,2,2,0,0,2
中国其实比印度尼西亚更需要迁都,2,2,2,0,0,4
中国赛车的希望没了,0,2,2,0,0,4
"中国把我搞崩溃了。运费差投诉无门,希望大家给出主意",1,2,2,1,0,2
"大家看衰中国女足前景:难再进世界杯16强,希望别像国足",1,2,2,0,0,5
第一次在美国体检，完全没有中国那种人山人海的感觉,1,2,2,0,3,3
非洲非要说是中国人希望回国，专家：他们被遗忘了,0,2,2,0,0,3
今年，她生13个孩子都年幼夭折了，她或许是中国最孤独、悲情的女人。希望刷到的朋友能够关注她????,1,2,2,0,0,1
命中率并不理想 中国男篮上午训练结束,1,2,2,0,0,5
为什么中国球员都不是很理想？,1,0,2,0,0,4
印度消费者认为红米价格较高，希望和中国版本价格一样？,0,2,2,0,0,2
中国医生的未来还有希望吗 医学生的迷茫,0,2,2,0,0,1
中国足球队伍目前没任何希望了,0,2,2,0,0,4
"希望你们别再黑华为了,做个中国企业真难",1,2,2,2,0,3
赛前低调示人，第20次广州德比精彩是唯一目标,1,2,2,0,0,4
"当兵走了,希望下次电视上可以看到中国队夺冠",1,2,2,0,0,4
"凡事是靠身体对抗的体育项目,中国队成绩都不理想...",1,2,2,0,0,4
"很不希望在中国当好官,最后的结局都和岳飞一样。",1,2,2,0,0,5
广东恒大让中国足球没有了希望,0,2,2,0,0,4
卡纳瓦罗：希望中国有更多保利，埃神还不在最佳状态,1,2,2,0,0,4
苦练田径会是中国足球“最后的希望”,0,2,2,0,0,4
没什么别没钱，有什么别有病。不希望他成为中国最赚钱的企业。,0,2,2,0,0,2
哪些瞬间让你感到中国电影已经没有希望了?,0,0,2,0,0,4
如果能重新改变一次中国古代历史上著名的遗憾，你希望是哪一个,2,0,2,0,0,4
"外国对中国的房价感到无奈,希望自己可以多挣钱,买个中等房子",1,2,2,0,0,3
"希望全中国房价都使劲降,让老百姓人人买得起,尤其是项",2,2,2,0,0,2
"希望在中国大地上,能获得非洲黑人五分之一的待遇。",2,2,2,0,0,3
邮市还有希望吗?在中国太难太难了,0,2,2,0,0,0
中国散户炒股易亏钱，银行理财收益低，机构投资不靠谱，那还能有理想的投资渠道吗？,1,0,2,0,0,4
在中国人寿工作看不见希望怎么办了？本人25岁，男生,1,0,2,0,0,5
这样的中国男篮小组还有出线的希望没??,0,0,2,0,0,4
恒大拿了冠军有意思吗?中国足球一点希望都没了。,0,2,2,0,0,5
真的是绝望了!毫无改变的希望。,0,2,2,0,0,5
中国美术学院设计艺术类综合分90是不是一点希望都没有了？,1,0,2,0,0,1
"被誉为中国队希望的周琦致命失误,网友:我们的希望不是你",1,2,2,0,0,4
中国股票还有希望么,0,0,2,0,0,5
"看看大连在干什么,中国足球没希望了,故意禁区里传球",1,2,2,0,0,4
全球艾滋病死亡人数过万 2020年抗艾目标将无法实现,1,2,2,0,0,5
通过张处死案，你认为穷人活在中国，希望在哪里？,1,0,2,0,0,2
"屋漏偏逢连夜雨,阿联受伤国青队输3分,中国篮球有希望吗",1,0,2,0,0,4
阳光中国上半年仅完成25%销售目标 一个月出售60亿资产用于还债,1,1,2,0,0,4
"一针,麦迪的职业生涯都毁了,中国球迷最后的希望也破灭了!",1,2,2,0,0,4
在中国市场洋面上漂着一根稻草绳，让游者寄于希望,0,2,2,0,0,2
真希望皇马也能来中国认真的比赛,2,2,2,0,0,2
"支持中国队都是归化球员,这样才有希望",2,2,2,0,0,3
中国梦想秀：母亲含泪讲述14年寻子经历，观众忍不住落泪,1,2,2,0,0,1
,,,,,,
中国怎么很多企业愿景变成了口号？,0,2,2,1,0,2
德国农村被称为中国乡村的发展目标，看完才知道差距有多大,0,2,2,0,0,4
"来吧,看看是不是真的公益,看看中国还有没有希望,看看",0,2,2,0,0,5
"中国队淘汰后,你们最希望最后谁夺冠???",1,0,2,0,3,3
"如果中国没能夺冠,希望谁拿冠军?",2,0,2,0,3,4
中国还有希望吗?毕竟限量5000哎!迪爸爸看来不太偏心傻鱼啊,1,2,2,0,0,2
中国真的比印尼更需要迁都,2,2,2,0,0,4
中国赛车行业的希望,0,2,2,0,0,4
"今天转运中国把我搞崩溃了。投诉无门,希望大家给建议",1,2,2,1,0,2
"看衰中国男足前景:难再进世界杯16强,希望别像国足",1,2,2,0,0,5
